transaction_date,ticker,type,amount,state,industry,party,name
1/22/2021,--,purchase,"$100,000 ",TX,,Republican,K. Michael Conaway
1/22/2021,--,purchase,"$100,000 ",TX,,Republican,K. Michael Conaway
1/22/2021,--,purchase,"$100,000 ",TX,,Republican,K. Michael Conaway
1/22/2021,--,purchase,"$50,000 ",TX,,Republican,K. Michael Conaway
1/22/2021,--,purchase,"$100,000 ",TX,,Republican,K. Michael Conaway
1/22/2021,FDN,purchase,"$50,000 ",TX,,Republican,K. Michael Conaway
1/22/2021,--,purchase,"$100,000 ",TX,,Republican,K. Michael Conaway
1/22/2021,GSLC,purchase,"$50,000 ",TX,,Republican,K. Michael Conaway
1/22/2021,--,purchase,"$100,000 ",TX,,Republican,K. Michael Conaway
1/22/2021,DGRO,purchase,"$100,000 ",TX,,Republican,K. Michael Conaway
1/22/2021,VIG,purchase,"$100,000 ",TX,,Republican,K. Michael Conaway
1/22/2021,--,purchase,"$100,000 ",TX,,Republican,K. Michael Conaway
1/21/2021,AXP,sale_partial,"$15,000 ",FL,Finance: Consumer Services,Democrat,Lois Frankel
1/21/2021,D,purchase,"$15,000 ",FL,Electric Utilities: Central,Democrat,Lois Frankel
1/21/2021,EXPE,purchase,"$15,000 ",FL,Other Consumer Services,Democrat,Lois Frankel
1/21/2021,FLIR,sale_full,"$15,000 ",FL,Industrial Machinery/Components,Democrat,Lois Frankel
1/21/2021,FLR,purchase,"$15,000 ",FL,Military/Government/Technical,Democrat,Lois Frankel
1/21/2021,HON,sale_partial,"$15,000 ",FL,Aerospace,Democrat,Lois Frankel
1/21/2021,NOC,purchase,"$15,000 ",FL,Industrial Machinery/Components,Democrat,Lois Frankel
1/21/2021,AB,purchase,"$1,000,000 ",CA,Investment Managers,Democrat,Nancy Pelosi
1/21/2021,AAPL,purchase,"$500,000 ",CA,Computer Manufacturing,Democrat,Nancy Pelosi
1/21/2021,TSLA,purchase,"$1,000,000 ",CA,Auto Manufacturing,Democrat,Nancy Pelosi
1/21/2021,DIS,purchase,"$1,000,000 ",CA,Services-Misc. Amusement & Recreation,Democrat,Nancy Pelosi
1/19/2021,CVS,sale_full,"$15,000 ",VA,Medical/Nursing Services,Republican,Robert J. Wittman
1/19/2021,PBCT,sale_full,"$50,000 ",VA,Savings Institutions,Republican,Robert J. Wittman
1/18/2021,--,sale_full,"$250,000 ",FL,,Republican,Vern Buchanan
1/18/2021,--,purchase,"$100,000 ",FL,,Republican,Vern Buchanan
1/15/2021,BXS,sale_full,"$500,000 ",FL,,Republican,Neal P. Dunn
1/15/2021,BXS,sale_full,"$100,000 ",FL,,Republican,Neal P. Dunn
1/15/2021,BXS,sale_full,"$100,000 ",FL,,Republican,Neal P. Dunn
1/15/2021,WFC$V,sale_full,"$50,000 ",FL,,Republican,Neal P. Dunn
1/15/2021,XOM,purchase,"$15,000 ",OK,Integrated oil Companies,Republican,Kevin Hern
1/15/2021,HD,purchase,"$15,000 ",OK,RETAIL: Building Materials,Republican,Kevin Hern
1/15/2021,MSFT,purchase,"$15,000 ",OK,Computer Software: Prepackaged Software,Republican,Kevin Hern
1/15/2021,WMB,purchase,"$15,000 ",OK,Natural Gas Distribution,Republican,Kevin Hern
1/13/2021,D,sale_full,"$50,000 ",GA,Electric Utilities: Central,Republican,Richard W. Allen
1/13/2021,KR,purchase,"$15,000 ",IN,Food Chains,Republican,Jim Banks
1/13/2021,--,purchase,"$1,000,000 ",WA,,Democrat,Suzan K. DelBene
1/13/2021,MSFT,sale_partial,"$500,000 ",WA,Computer Software: Prepackaged Software,Democrat,Suzan K. DelBene
1/13/2021,--,purchase,"$50,000 ",WA,,Democrat,Suzan K. DelBene
1/13/2021,--,purchase,"$100,000 ",WA,,Democrat,Suzan K. DelBene
1/13/2021,--,purchase,"$50,000 ",WA,,Democrat,Suzan K. DelBene
1/13/2021,VIAC,sale_full,"$15,000 ",MI,Broadcasting,Democrat,Debbie Dingell
1/13/2021,DIS,sale_partial,"$50,000 ",MI,Services-Misc. Amusement & Recreation,Democrat,Debbie Dingell
1/13/2021,--,sale_full,"$1,000,000 ",CA,,Democrat,Scott H. Peters
1/13/2021,--,purchase,"$1,000,000 ",CA,,Democrat,Scott H. Peters
1/13/2021,--,sale_partial,"$1,000,000 ",CA,,Democrat,Scott H. Peters
1/13/2021,FNRVGX,sale_full,"$50,000 ",ID,,Republican,Michael K. Simpson
1/11/2021,ABBV,purchase,"$15,000 ",CA,Major Pharmaceuticals,Democrat,Gilbert Cisneros
1/11/2021,ABMD,purchase,"$15,000 ",CA,Medical/Dental Instruments,Democrat,Gilbert Cisneros
1/11/2021,ABMD,purchase,"$15,000 ",CA,Medical/Dental Instruments,Democrat,Gilbert Cisneros
1/11/2021,ALXN,sale_partial,"$100,000 ",CA,Major Pharmaceuticals,Democrat,Gilbert Cisneros
1/11/2021,ALXN,sale_partial,"$50,000 ",CA,Major Pharmaceuticals,Democrat,Gilbert Cisneros
1/11/2021,BABA,sale_partial,"$100,000 ",CA,Business Services,Democrat,Gilbert Cisneros
1/11/2021,BABA,purchase,"$15,000 ",CA,Business Services,Democrat,Gilbert Cisneros
1/11/2021,LNT,purchase,"$15,000 ",CA,Power Generation,Democrat,Gilbert Cisneros
1/11/2021,AMZN,purchase,"$15,000 ",CA,Catalog/Specialty Distribution,Democrat,Gilbert Cisneros
1/11/2021,AMAT,sale_partial,"$15,000 ",CA,Semiconductors,Democrat,Gilbert Cisneros
1/11/2021,T,sale_partial,"$15,000 ",CA,Telecommunications Equipment,Democrat,Gilbert Cisneros
1/11/2021,BIIB,sale_full,"$15,000 ",CA,Biotechnology: Biological Products (No Diagnostic Substances),Democrat,Gilbert Cisneros
1/11/2021,BMRN,purchase,"$50,000 ",CA,Biotechnology: Pharmaceutical Preparations,Democrat,Gilbert Cisneros
1/11/2021,BKNG,purchase,"$15,000 ",CA,Transportation Services,Democrat,Gilbert Cisneros
1/11/2021,BRKS,purchase,"$15,000 ",CA,Industrial Machinery/Components,Democrat,Gilbert Cisneros
1/11/2021,CSTL,purchase,"$15,000 ",CA,Medical Specialities,Democrat,Gilbert Cisneros
1/11/2021,LUMN,purchase,"$15,000 ",CA,Telecommunications Equipment,Democrat,Gilbert Cisneros
1/11/2021,CCMP,sale_full,"$15,000 ",CA,Semiconductors,Democrat,Gilbert Cisneros
1/11/2021,COST,purchase,"$15,000 ",CA,Department/Specialty Retail Stores,Democrat,Gilbert Cisneros
1/11/2021,COST,purchase,"$15,000 ",CA,Department/Specialty Retail Stores,Democrat,Gilbert Cisneros
1/11/2021,CVET,purchase,"$15,000 ",CA,Medical/Nursing Services,Democrat,Gilbert Cisneros
1/11/2021,DXCM,sale_full,"$15,000 ",CA,Medical/Dental Instruments,Democrat,Gilbert Cisneros
1/11/2021,DLR,sale_partial,"$15,000 ",CA,Real Estate Investment Trusts,Democrat,Gilbert Cisneros
1/11/2021,D,sale_partial,"$15,000 ",CA,Electric Utilities: Central,Democrat,Gilbert Cisneros
1/11/2021,DNKN,sale_full,"$100,000 ",CA,,Democrat,Gilbert Cisneros
1/11/2021,ELAN,purchase,"$15,000 ",CA,Biotechnology: Pharmaceutical Preparations,Democrat,Gilbert Cisneros
1/11/2021,DAVA,purchase,"$15,000 ",CA,,Democrat,Gilbert Cisneros
1/11/2021,FB,purchase,"$15,000 ",CA,"Computer Software: Programming, Data Processing",Democrat,Gilbert Cisneros
1/11/2021,FB,purchase,"$15,000 ",CA,"Computer Software: Programming, Data Processing",Democrat,Gilbert Cisneros
1/11/2021,FB,purchase,"$15,000 ",CA,"Computer Software: Programming, Data Processing",Democrat,Gilbert Cisneros
1/11/2021,FB,sale_partial,"$15,000 ",CA,"Computer Software: Programming, Data Processing",Democrat,Gilbert Cisneros
1/11/2021,FTDR,purchase,"$15,000 ",CA,Other Consumer Services,Democrat,Gilbert Cisneros
1/11/2021,GE,purchase,"$15,000 ",CA,Consumer Electronics/Appliances,Democrat,Gilbert Cisneros
1/11/2021,GILD,sale_full,"$15,000 ",CA,Biotechnology: Biological Products (No Diagnostic Substances),Democrat,Gilbert Cisneros
1/11/2021,ICUI,sale_partial,"$15,000 ",CA,Medical/Dental Instruments,Democrat,Gilbert Cisneros
1/11/2021,INCY,sale_full,"$15,000 ",CA,Biotechnology: Commercial Physical & Biological Resarch,Democrat,Gilbert Cisneros
1/11/2021,INTC,sale_partial,"$15,000 ",CA,Semiconductors,Democrat,Gilbert Cisneros
1/11/2021,K,sale_partial,"$15,000 ",CA,Packaged Foods,Democrat,Gilbert Cisneros
1/11/2021,LHX,sale_partial,"$15,000 ",CA,Industrial Machinery/Components,Democrat,Gilbert Cisneros
1/11/2021,MEDP,purchase,"$15,000 ",CA,Biotechnology: Commercial Physical & Biological Resarch,Democrat,Gilbert Cisneros
1/11/2021,NBIX,purchase,"$15,000 ",CA,Biotechnology: Biological Products (No Diagnostic Substances),Democrat,Gilbert Cisneros
1/11/2021,EDU,purchase,"$15,000 ",CA,Other Consumer Services,Democrat,Gilbert Cisneros
1/11/2021,EDU,purchase,"$15,000 ",CA,Other Consumer Services,Democrat,Gilbert Cisneros
1/11/2021,NVDA,purchase,"$15,000 ",CA,Semiconductors,Democrat,Gilbert Cisneros
1/11/2021,PHR,sale_partial,"$15,000 ",CA,Managed Health Care,Democrat,Gilbert Cisneros
1/11/2021,RTX,purchase,"$15,000 ",CA,Aerospace,Democrat,Gilbert Cisneros
1/11/2021,REGN,purchase,"$15,000 ",CA,Major Pharmaceuticals,Democrat,Gilbert Cisneros
1/11/2021,ROKU,sale_partial,"$15,000 ",CA,Television Services,Democrat,Gilbert Cisneros
1/11/2021,--,sale_full,"$500,000 ",CA,,Democrat,Gilbert Cisneros
1/11/2021,SHW,purchase,"$15,000 ",CA,RETAIL: Building Materials,Democrat,Gilbert Cisneros
1/11/2021,SITE,sale_partial,"$15,000 ",CA,,Democrat,Gilbert Cisneros
1/11/2021,SPLK,purchase,"$15,000 ",CA,Computer Software: Prepackaged Software,Democrat,Gilbert Cisneros
1/11/2021,STAG,purchase,"$15,000 ",CA,Real Estate Investment Trusts,Democrat,Gilbert Cisneros
1/11/2021,TSLA,purchase,"$100,000 ",CA,Auto Manufacturing,Democrat,Gilbert Cisneros
1/11/2021,USB,sale_partial,"$15,000 ",CA,Major Banks,Democrat,Gilbert Cisneros
1/11/2021,VCYT,sale_partial,"$15,000 ",CA,Biotechnology: Pharmaceutical Preparations,Democrat,Gilbert Cisneros
1/11/2021,VCYT,sale_partial,"$15,000 ",CA,Biotechnology: Pharmaceutical Preparations,Democrat,Gilbert Cisneros
1/11/2021,V,purchase,"$15,000 ",CA,Business Services,Democrat,Gilbert Cisneros
1/11/2021,WFC,purchase,"$15,000 ",CA,Major Banks,Democrat,Gilbert Cisneros
1/11/2021,ADBE,purchase,"$15,000 ",CA,Computer Software: Prepackaged Software,Democrat,Gilbert Cisneros
1/11/2021,ZBH,purchase,"$15,000 ",NV,Industrial Specialties,Democrat,Susie Lee
1/11/2021,ZBH,purchase,"$15,000 ",NV,Industrial Specialties,Democrat,Susie Lee
1/11/2021,ZBH,purchase,"$15,000 ",NV,Industrial Specialties,Democrat,Susie Lee
1/11/2021,ZBRA,sale_partial,"$15,000 ",NV,Computer peripheral equipment,Democrat,Susie Lee
1/11/2021,WRK,purchase,"$15,000 ",NV,,Democrat,Susie Lee
1/11/2021,WRK,purchase,"$15,000 ",NV,,Democrat,Susie Lee
1/11/2021,WLK,purchase,"$15,000 ",NV,Major Chemicals,Democrat,Susie Lee
1/11/2021,WLK,purchase,"$15,000 ",NV,Major Chemicals,Democrat,Susie Lee
1/11/2021,WCC,purchase,"$15,000 ",NV,Telecommunications Equipment,Democrat,Susie Lee
1/11/2021,VNT,purchase,"$15,000 ",NV,,Democrat,Susie Lee
1/11/2021,VRT,purchase,"$15,000 ",NV,Electrical Products,Democrat,Susie Lee
1/11/2021,UAA,purchase,"$15,000 ",NV,Apparel,Democrat,Susie Lee
1/11/2021,UAA,purchase,"$15,000 ",NV,Apparel,Democrat,Susie Lee
1/11/2021,AZEK,purchase,"$15,000 ",NV,,Democrat,Susie Lee
1/11/2021,TTEK,purchase,"$15,000 ",NV,Military/Government/Technical,Democrat,Susie Lee
1/11/2021,TFX,purchase,"$15,000 ",NV,Medical/Dental Instruments,Democrat,Susie Lee
1/11/2021,TFX,purchase,"$15,000 ",NV,Medical/Dental Instruments,Democrat,Susie Lee
1/11/2021,TFX,purchase,"$15,000 ",NV,Medical/Dental Instruments,Democrat,Susie Lee
1/11/2021,SIRI,sale_full,"$15,000 ",NV,Movies/Entertainment,Democrat,Susie Lee
1/11/2021,SVC,purchase,"$15,000 ",NV,Real Estate Investment Trusts,Democrat,Susie Lee
1/11/2021,SCI,sale_partial,"$15,000 ",NV,Other Consumer Services,Democrat,Susie Lee
1/11/2021,ROP,purchase,"$15,000 ",NV,Industrial Machinery/Components,Democrat,Susie Lee
1/11/2021,RSG,sale_partial,"$15,000 ",NV,Environmental Services,Democrat,Susie Lee
1/11/2021,O,purchase,"$15,000 ",NV,Real Estate Investment Trusts,Democrat,Susie Lee
1/11/2021,RLGY,purchase,"$15,000 ",NV,Real Estate,Democrat,Susie Lee
1/11/2021,RLGY,purchase,"$15,000 ",NV,Real Estate,Democrat,Susie Lee
1/11/2021,RXT,purchase,"$15,000 ",NV,EDP Services,Democrat,Susie Lee
1/11/2021,PRAH,sale_full,"$15,000 ",NV,Biotechnology: Commercial Physical & Biological Resarch,Democrat,Susie Lee
1/11/2021,NLOK,purchase,"$15,000 ",NV,Computer Software: Prepackaged Software,Democrat,Susie Lee
1/11/2021,MSCI,purchase,"$15,000 ",NV,Advertising,Democrat,Susie Lee
1/11/2021,MAT,purchase,"$15,000 ",NV,Recreational Products/Toys,Democrat,Susie Lee
1/11/2021,LH,sale_full,"$15,000 ",NV,Medical Specialities,Democrat,Susie Lee
1/11/2021,IQV,purchase,"$15,000 ",NV,Biotechnology: Commercial Physical & Biological Resarch,Democrat,Susie Lee
1/11/2021,INFO,sale_partial,"$15,000 ",NV,"Computer Software: Programming, Data Processing",Democrat,Susie Lee
1/11/2021,HHC,purchase,"$15,000 ",NV,Building operators,Democrat,Susie Lee
1/11/2021,HHC,purchase,"$15,000 ",NV,Building operators,Democrat,Susie Lee
1/11/2021,HHC,purchase,"$15,000 ",NV,Building operators,Democrat,Susie Lee
1/11/2021,HRC,sale_partial,"$15,000 ",NV,Medical/Dental Instruments,Democrat,Susie Lee
1/11/2021,HRC,purchase,"$15,000 ",NV,Medical/Dental Instruments,Democrat,Susie Lee
1/11/2021,GPC,sale_full,"$15,000 ",NV,Automotive Aftermarket,Democrat,Susie Lee
1/11/2021,IT,purchase,"$15,000 ",NV,Other Consumer Services,Democrat,Susie Lee
1/11/2021,IT,purchase,"$15,000 ",NV,Other Consumer Services,Democrat,Susie Lee
1/11/2021,FTV,sale_full,"$15,000 ",NV,,Democrat,Susie Lee
1/11/2021,FIS,sale_partial,"$15,000 ",NV,Business Services,Democrat,Susie Lee
1/11/2021,DNB,sale_full,"$15,000 ",NV,Internet and Information Services,Democrat,Susie Lee
1/11/2021,DNB,sale_partial,"$15,000 ",NV,Internet and Information Services,Democrat,Susie Lee
1/11/2021,DIN,purchase,"$15,000 ",NV,Restaurants,Democrat,Susie Lee
1/11/2021,DIN,purchase,"$15,000 ",NV,Restaurants,Democrat,Susie Lee
1/11/2021,CSGP,sale_full,"$15,000 ",NV,Real Estate,Democrat,Susie Lee
1/11/2021,CHTR,sale_partial,"$15,000 ",NV,Television Services,Democrat,Susie Lee
1/11/2021,CDW,purchase,"$15,000 ",NV,Catalog/Specialty Distribution,Democrat,Susie Lee
1/11/2021,BLL,sale_partial,"$15,000 ",NV,Containers/Packaging,Democrat,Susie Lee
1/11/2021,APTV,purchase,"$15,000 ",NV,Auto Parts:O.E.M.,Democrat,Susie Lee
1/11/2021,AME,sale_partial,"$15,000 ",NV,Industrial Machinery/Components,Democrat,Susie Lee
1/11/2021,AMRC,purchase,"$15,000 ",NV,"Water, Sewer, Pipeline, Comm & Power Line Construction",Democrat,Susie Lee
1/11/2021,AMRC,purchase,"$15,000 ",NV,"Water, Sewer, Pipeline, Comm & Power Line Construction",Democrat,Susie Lee
1/11/2021,ACI,sale_full,"$15,000 ",NV,Food Chains,Democrat,Susie Lee
1/10/2021,D,sale_full,"$50,000 ",NC,Electric Utilities: Central,Republican,Patrick T. McHenry
1/9/2021,BABA,sale_full,"$15,000 ",CA,Business Services,Democrat,Alan S. Lowenthal
1/9/2021,FIS,sale_partial,,CA,Business Services,Democrat,Alan S. Lowenthal
1/9/2021,BABA,sale_full,,CA,Business Services,Democrat,Alan S. Lowenthal
1/9/2021,FIS,sale_partial,,CA,Business Services,Democrat,Alan S. Lowenthal
1/9/2021,FIS,sale_partial,,CA,Business Services,Democrat,Alan S. Lowenthal
1/9/2021,JIH,purchase,,CA,,Democrat,Alan S. Lowenthal
1/9/2021,--,sale_partial,"$15,000 ",CA,,Democrat,Alan S. Lowenthal
1/9/2021,BABA,sale_full,"$50,000 ",CA,Business Services,Democrat,Alan S. Lowenthal
1/9/2021,--,purchase,"$50,000 ",CA,,Democrat,Alan S. Lowenthal
1/9/2021,FIS,sale_partial,"$15,000 ",CA,Business Services,Democrat,Alan S. Lowenthal
1/9/2021,FIS,sale_partial,"$15,000 ",CA,Business Services,Democrat,Alan S. Lowenthal
1/9/2021,JIH,purchase,"$15,000 ",CA,,Democrat,Alan S. Lowenthal
1/9/2021,--,sale_partial,"$15,000 ",CA,,Democrat,Alan S. Lowenthal
1/9/2021,AKAM,sale_full,"$15,000 ",MN,Business Services,Democrat,Dean Phillips
1/9/2021,AAL,purchase,"$15,000 ",MN,Air Freight/Delivery Services,Democrat,Dean Phillips
1/9/2021,ARNC,sale_partial,"$15,000 ",MN,,Democrat,Dean Phillips
1/9/2021,T,sale_partial,"$15,000 ",MN,Telecommunications Equipment,Democrat,Dean Phillips
1/9/2021,BAX,sale_partial,"$15,000 ",MN,Medical/Dental Instruments,Democrat,Dean Phillips
1/9/2021,BSX,sale_partial,"$15,000 ",MN,Medical/Dental Instruments,Democrat,Dean Phillips
1/9/2021,--,purchase,"$50,000 ",MN,,Democrat,Dean Phillips
1/9/2021,CSCO,purchase,"$15,000 ",MN,Computer Communications Equipment,Democrat,Dean Phillips
1/9/2021,CFG,sale_partial,"$15,000 ",MN,Major Banks,Democrat,Dean Phillips
1/9/2021,CTXS,sale_partial,"$15,000 ",MN,Computer Software: Prepackaged Software,Democrat,Dean Phillips
1/9/2021,CLX,sale_full,"$15,000 ",MN,Specialty Chemicals,Democrat,Dean Phillips
1/9/2021,CMCSA,purchase,"$15,000 ",MN,Television Services,Democrat,Dean Phillips
1/9/2021,ED,sale_partial,"$15,000 ",MN,Power Generation,Democrat,Dean Phillips
1/9/2021,DLR,sale_full,"$15,000 ",MN,Real Estate Investment Trusts,Democrat,Dean Phillips
1/9/2021,DLTR,sale_full,"$15,000 ",MN,Department/Specialty Retail Stores,Democrat,Dean Phillips
1/9/2021,EQIX,sale_partial,"$15,000 ",MN,Real Estate Investment Trusts,Democrat,Dean Phillips
1/9/2021,--,sale_partial,"$15,000 ",MN,,Democrat,Dean Phillips
1/9/2021,--,sale_full,"$15,000 ",MN,,Democrat,Dean Phillips
1/9/2021,--,sale_partial,"$15,000 ",MN,,Democrat,Dean Phillips
1/9/2021,--,sale_partial,"$15,000 ",MN,,Democrat,Dean Phillips
1/9/2021,GILD,sale_partial,"$15,000 ",MN,Biotechnology: Biological Products (No Diagnostic Substances),Democrat,Dean Phillips
1/9/2021,HDS,sale_partial,"$15,000 ",MN,,Democrat,Dean Phillips
1/9/2021,HDS,sale_partial,"$15,000 ",MN,,Democrat,Dean Phillips
1/9/2021,HDS,sale_partial,"$15,000 ",MN,,Democrat,Dean Phillips
1/9/2021,HDS,sale_full,"$15,000 ",MN,,Democrat,Dean Phillips
1/9/2021,INTC,purchase,"$15,000 ",MN,Semiconductors,Democrat,Dean Phillips
1/9/2021,JKHY,sale_full,"$15,000 ",MN,EDP Services,Democrat,Dean Phillips
1/9/2021,JPM,purchase,"$15,000 ",MN,Major Banks,Democrat,Dean Phillips
1/9/2021,MAS,purchase,"$15,000 ",MN,Building Products,Democrat,Dean Phillips
1/9/2021,MAS,purchase,"$15,000 ",MN,Building Products,Democrat,Dean Phillips
1/9/2021,NI,sale_full,"$15,000 ",MN,Power Generation,Democrat,Dean Phillips
1/9/2021,CRM,sale_partial,"$50,000 ",MN,Computer Software: Prepackaged Software,Democrat,Dean Phillips
1/9/2021,SBAC,sale_full,"$15,000 ",MN,Real Estate Investment Trusts,Democrat,Dean Phillips
1/9/2021,--,purchase,"$15,000 ",MN,,Democrat,Dean Phillips
1/9/2021,--,sale_partial,"$15,000 ",MN,,Democrat,Dean Phillips
1/9/2021,--,sale_partial,"$15,000 ",MN,,Democrat,Dean Phillips
1/9/2021,SPG,purchase,"$15,000 ",MN,Real Estate Investment Trusts,Democrat,Dean Phillips
1/9/2021,SNE,purchase,"$15,000 ",MN,,Democrat,Dean Phillips
1/9/2021,TSLA,purchase,"$100,000 ",MN,Auto Manufacturing,Democrat,Dean Phillips
1/9/2021,TDG,sale_partial,"$15,000 ",MN,Military/Government/Technical,Democrat,Dean Phillips
1/9/2021,VRTX,purchase,"$15,000 ",MN,Major Pharmaceuticals,Democrat,Dean Phillips
1/8/2021,MO,purchase,"$50,000 ",NC,Farming/Seeds/Milling,Republican,Virginia Foxx
1/8/2021,MO,purchase,"$15,000 ",NC,Farming/Seeds/Milling,Republican,Virginia Foxx
1/8/2021,T,purchase,"$50,000 ",NC,Telecommunications Equipment,Republican,Virginia Foxx
1/8/2021,T,purchase,"$15,000 ",NC,Telecommunications Equipment,Republican,Virginia Foxx
1/8/2021,BP,purchase,"$15,000 ",NC,Integrated oil Companies,Republican,Virginia Foxx
1/8/2021,CWEN.A,sale_partial,"$100,000 ",NC,,Republican,Virginia Foxx
1/8/2021,CWEN.A,purchase,"$15,000 ",NC,,Republican,Virginia Foxx
1/8/2021,LAND,sale_full,"$50,000 ",NC,Real Estate Investment Trusts,Republican,Virginia Foxx
1/8/2021,OLP,purchase,"$50,000 ",NC,Real Estate Investment Trusts,Republican,Virginia Foxx
1/7/2021,MO,sale_partial,"$15,000 ",NJ,Farming/Seeds/Milling,Democrat,Josh Gottheimer
1/7/2021,BRK.B,purchase,"$15,000 ",NJ,,Democrat,Josh Gottheimer
1/7/2021,BRKS,purchase,"$15,000 ",NJ,Industrial Machinery/Components,Democrat,Josh Gottheimer
1/7/2021,CSTL,purchase,"$15,000 ",NJ,Medical Specialities,Democrat,Josh Gottheimer
1/7/2021,CHL,sale_full,"$15,000 ",NJ,,Democrat,Josh Gottheimer
1/7/2021,CCMP,sale_full,"$15,000 ",NJ,Semiconductors,Democrat,Josh Gottheimer
1/7/2021,CTSH,purchase,"$15,000 ",NJ,EDP Services,Democrat,Josh Gottheimer
1/7/2021,DASTY,purchase,"$15,000 ",NJ,,Democrat,Josh Gottheimer
1/7/2021,DE,purchase,"$15,000 ",NJ,Industrial Machinery/Components,Democrat,Josh Gottheimer
1/7/2021,DXCM,sale_partial,"$15,000 ",NJ,Medical/Dental Instruments,Democrat,Josh Gottheimer
1/7/2021,FXM,sale_partial,"$15,000 ",NJ,,Democrat,Josh Gottheimer
1/7/2021,HD,sale_partial,"$15,000 ",NJ,RETAIL: Building Materials,Democrat,Josh Gottheimer
1/7/2021,ICUI,sale_partial,"$15,000 ",NJ,Medical/Dental Instruments,Democrat,Josh Gottheimer
1/7/2021,IFNNY,sale_partial,"$15,000 ",NJ,,Democrat,Josh Gottheimer
1/7/2021,MEDP,purchase,"$15,000 ",NJ,Biotechnology: Commercial Physical & Biological Resarch,Democrat,Josh Gottheimer
1/7/2021,MS,sale_partial,"$15,000 ",NJ,Investment Bankers/Brokers/Service,Democrat,Josh Gottheimer
1/7/2021,PHR,purchase,"$15,000 ",NJ,Managed Health Care,Democrat,Josh Gottheimer
1/7/2021,REGN,sale_full,"$15,000 ",NJ,Major Pharmaceuticals,Democrat,Josh Gottheimer
1/7/2021,CRM,sale_full,"$15,000 ",NJ,Computer Software: Prepackaged Software,Democrat,Josh Gottheimer
1/7/2021,SITE,sale_partial,"$15,000 ",NJ,,Democrat,Josh Gottheimer
1/7/2021,UPS,purchase,"$15,000 ",NJ,Trucking Freight/Courier Services,Democrat,Josh Gottheimer
1/7/2021,VCYT,sale_partial,"$15,000 ",NJ,Biotechnology: Pharmaceutical Preparations,Democrat,Josh Gottheimer
1/7/2021,VTRS,sale_full,"$15,000 ",NJ,Major Pharmaceuticals,Democrat,Josh Gottheimer
1/7/2021,--,purchase,"$250,000 ",TX,,Republican,Michael T. McCaul
1/7/2021,--,purchase,"$250,000 ",TX,,Republican,Michael T. McCaul
1/7/2021,GPN,purchase,"$100,000 ",TX,Business Services,Republican,Michael T. McCaul
1/7/2021,--,purchase,"$100,000 ",TX,,Republican,Michael T. McCaul
1/7/2021,FTNT,purchase,"$50,000 ",TX,Computer peripheral equipment,Republican,Michael T. McCaul
1/7/2021,FTNT,purchase,"$50,000 ",TX,Computer peripheral equipment,Republican,Michael T. McCaul
1/7/2021,BSX,purchase,"$50,000 ",TX,Medical/Dental Instruments,Republican,Michael T. McCaul
1/7/2021,FTNT,purchase,"$50,000 ",TX,Computer peripheral equipment,Republican,Michael T. McCaul
1/7/2021,MU,purchase,"$15,000 ",TX,Semiconductors,Republican,Michael T. McCaul
1/7/2021,CMCSA,purchase,"$15,000 ",TX,Television Services,Republican,Michael T. McCaul
1/7/2021,CMCSA,purchase,"$15,000 ",TX,Television Services,Republican,Michael T. McCaul
1/7/2021,MU,purchase,"$15,000 ",TX,Semiconductors,Republican,Michael T. McCaul
1/7/2021,AIT,purchase,"$15,000 ",TX,Industrial Machinery/Components,Republican,Michael T. McCaul
1/7/2021,MU,purchase,"$15,000 ",TX,Semiconductors,Republican,Michael T. McCaul
1/7/2021,PLXS,purchase,"$15,000 ",TX,Electrical Products,Republican,Michael T. McCaul
1/7/2021,NVT,purchase,"$15,000 ",TX,,Republican,Michael T. McCaul
1/7/2021,FCFS,purchase,"$15,000 ",TX,Diversified Commercial Services,Republican,Michael T. McCaul
1/7/2021,--,sale_full,"$15,000 ",TX,,Republican,Michael T. McCaul
1/7/2021,--,sale_full,"$15,000 ",TX,,Republican,Michael T. McCaul
1/7/2021,HON,sale_full,"$15,000 ",TX,Aerospace,Republican,Michael T. McCaul
1/7/2021,WWD,sale_full,"$15,000 ",TX,Military/Government/Technical,Republican,Michael T. McCaul
1/7/2021,ACN,sale_full,"$15,000 ",TX,Business Services,Republican,Michael T. McCaul
1/7/2021,BKNG,sale_full,"$50,000 ",TX,Transportation Services,Republican,Michael T. McCaul
1/7/2021,EXPD,sale_full,"$50,000 ",TX,Oil Refining/Marketing,Republican,Michael T. McCaul
1/7/2021,AVY,sale_full,"$50,000 ",TX,Office Equipment/Supplies/Services,Republican,Michael T. McCaul
1/7/2021,ZTS,purchase,"$50,000 ",TX,Major Pharmaceuticals,Republican,Michael T. McCaul
1/7/2021,EPAM,sale_full,"$15,000 ",TX,EDP Services,Republican,Michael T. McCaul
1/7/2021,ADBE,sale_full,"$50,000 ",TX,Computer Software: Prepackaged Software,Republican,Michael T. McCaul
1/7/2021,--,sale_full,"$50,000 ",TX,,Republican,Michael T. McCaul
1/7/2021,BDX,sale_full,"$100,000 ",TX,Medical/Dental Instruments,Republican,Michael T. McCaul
1/7/2021,BDX,sale_full,"$100,000 ",TX,Medical/Dental Instruments,Republican,Michael T. McCaul
1/7/2021,ADBE,sale_full,"$100,000 ",TX,Computer Software: Prepackaged Software,Republican,Michael T. McCaul
