transaction_date,owner,ticker,asset_type,type,amount,state,industry,senator
7/23/2014,Spouse,BUD,,Sale (Full),"$15,000 ",ME,Beverages (Production/Distribution),Susan M. Collins
7/23/2014,Spouse,AMT,,Purchase,"$15,000 ",ME,Real Estate Investment Trusts,Susan M. Collins
7/23/2014,Spouse,BIIB,,Sale (Full),"$15,000 ",ME,Biotechnology: Biological Products (No Diagnostic Substances),Susan M. Collins
7/23/2014,Spouse,BTE,,Sale (Full),"$15,000 ",ME,,Susan M. Collins
7/23/2014,Spouse,BWA,,Purchase,"$15,000 ",ME,Auto Parts:O.E.M.,Susan M. Collins
7/23/2014,Spouse,BMR,,Sale (Full),"$15,000 ",ME,,Susan M. Collins
7/23/2014,Spouse,DAL,,Sale (Full),"$15,000 ",ME,Air Freight/Delivery Services,Susan M. Collins
7/23/2014,Spouse,CME,,Purchase,"$15,000 ",ME,Investment Bankers/Brokers/Service,Susan M. Collins
7/23/2014,Spouse,ECL,,Purchase,"$50,000 ",ME,Package Goods/Cosmetics,Susan M. Collins
7/23/2014,Spouse,EMC,,Purchase,"$15,000 ",ME,,Susan M. Collins
7/23/2014,Spouse,EPR,,Sale (Full),"$15,000 ",ME,Real Estate Investment Trusts,Susan M. Collins
7/23/2014,Spouse,ENLC,,Sale (Full),"$15,000 ",ME,,Susan M. Collins
7/23/2014,Spouse,GE,,Sale (Full),"$15,000 ",ME,Consumer Electronics/Appliances,Susan M. Collins
7/23/2014,Spouse,GRMN,,Sale (Full),"$15,000 ",ME,Industrial Machinery/Components,Susan M. Collins
7/23/2014,Spouse,HRS,,Sale (Full),"$15,000 ",ME,,Susan M. Collins
7/23/2014,Spouse,HCC,,Sale (Full),"$15,000 ",ME,,Susan M. Collins
7/23/2014,Spouse,HUB-B,,Sale (Full),"$15,000 ",ME,,Susan M. Collins
7/23/2014,Spouse,HTGC,,Sale (Full),"$15,000 ",ME,Investment Managers,Susan M. Collins
7/23/2014,Spouse,JNJ,,Purchase,"$15,000 ",ME,Major Pharmaceuticals,Susan M. Collins
7/23/2014,Spouse,HUN,,Sale (Full),"$15,000 ",ME,Major Chemicals,Susan M. Collins
7/23/2014,Spouse,MMC,,Sale (Full),"$15,000 ",ME,Specialty Insurers,Susan M. Collins
7/23/2014,Spouse,LECO,,Sale (Full),"$15,000 ",ME,Industrial Machinery/Components,Susan M. Collins
7/23/2014,Spouse,NSRGY,,Purchase,"$15,000 ",ME,,Susan M. Collins
7/23/2014,Spouse,MCK,,Sale (Full),"$15,000 ",ME,Other Pharmaceuticals,Susan M. Collins
7/23/2014,Spouse,PPG,,Sale (Full),"$15,000 ",ME,Paints/Coatings,Susan M. Collins
7/23/2014,Spouse,OGS,,Sale (Full),"$15,000 ",ME,,Susan M. Collins
7/23/2014,Spouse,PGH,,Sale (Full),"$15,000 ",ME,,Susan M. Collins
7/23/2014,Spouse,PKG,,Sale (Full),"$15,000 ",ME,Containers/Packaging,Susan M. Collins
7/23/2014,Spouse,PSX,,Purchase,"$15,000 ",ME,Integrated oil Companies,Susan M. Collins
7/23/2014,Spouse,PBCT,,Sale (Full),"$15,000 ",ME,Savings Institutions,Susan M. Collins
7/23/2014,Spouse,HSIC,,Purchase,"$15,000 ",ME,Medical Specialities,Susan M. Collins
7/23/2014,Spouse,PL,,Sale (Full),"$15,000 ",ME,,Susan M. Collins
7/23/2014,Spouse,STE,,Sale (Full),"$15,000 ",ME,Industrial Specialties,Susan M. Collins
7/23/2014,Spouse,SNA,,Purchase,"$15,000 ",ME,Industrial Machinery/Components,Susan M. Collins
7/23/2014,Spouse,WASH,,Sale (Full),"$15,000 ",ME,Major Banks,Susan M. Collins
7/23/2014,Spouse,TRV,,Sale (Full),"$15,000 ",ME,Property-Casualty Insurers,Susan M. Collins
7/23/2014,Spouse,MLPRX,,Sale (Full),"$50,000 ",ME,,Susan M. Collins
7/23/2014,Spouse,WEC,,Sale (Full),"$15,000 ",ME,Power Generation,Susan M. Collins
7/30/2014,Spouse,BIDU,,Purchase,"$50,000 ",KS,"Computer Software: Programming, Data Processing",Pat Roberts
8/1/2014,Spouse,AAPL,,Purchase,"$15,000 ",KS,Computer Manufacturing,Pat Roberts
7/30/2014,Spouse,AAPL,,Purchase,"$15,000 ",KS,Computer Manufacturing,Pat Roberts
7/23/2014,Spouse,FB,,Sale (Full),"$15,000 ",KS,"Computer Software: Programming, Data Processing",Pat Roberts
7/28/2014,Joint,XLNX,,Purchase,"$15,000 ",RI,Semiconductors,Jack Reed
7/28/2014,Joint,VWO,,Purchase,"$15,000 ",RI,,Jack Reed
7/28/2014,Joint,EEM,,Purchase,"$15,000 ",RI,,Jack Reed
7/28/2014,Joint,ALTR,,Purchase,"$15,000 ",RI,Computer Software: Prepackaged Software,Jack Reed
7/28/2014,Joint,XRT,,Sale (Partial),"$15,000 ",RI,,Jack Reed
8/5/2014,N/A,N/A,PDF Disclosed Filing,N/A,,,,Mark R. Warner
7/17/2014,Spouse,LNC,,Sale (Partial),"$50,000 ",DE,Life Insurance,Thomas R. Carper
7/25/2014,Joint,KSU,,Sale (Full),"$15,000 ",RI,,Jack Reed
7/31/2014,N/A,N/A,PDF Disclosed Filing,N/A,,,,Richard Burr
7/9/2014,Self,ACT,,Purchase,"$15,000 ",RI,,Jack Reed
7/7/2014,Spouse,AFL,,Sale (Full),"$15,000 ",KS,Accident &Health Insurance,Pat Roberts
7/3/2014,Spouse,SBUX,,Sale (Full),"$15,000 ",KS,Restaurants,Pat Roberts
7/3/2014,Spouse,IBM,,Sale (Full),"$50,000 ",KS,Computer Manufacturing,Pat Roberts
7/22/2014,Spouse,TWTR,,Purchase,"$15,000 ",KS,,Pat Roberts
7/21/2014,Spouse,FB,,Sale (Full),"$15,000 ",KS,"Computer Software: Programming, Data Processing",Pat Roberts
7/7/2014,Spouse,BIDU,,Sale (Full),"$50,000 ",KS,"Computer Software: Programming, Data Processing",Pat Roberts
7/7/2014,Spouse,NFLX,,Sale (Full),"$100,000 ",KS,Consumer Electronics/Video Chains,Pat Roberts
6/6/2014,Spouse,AAPL,,Sale (Full),"$100,000 ",KS,Computer Manufacturing,Pat Roberts
6/6/2014,Spouse,F,,Sale (Full),"$15,000 ",KS,Auto Manufacturing,Pat Roberts
6/30/2014,Spouse,DVFAX,,Purchase,"$15,000 ",ME,,Susan M. Collins
7/15/2014,Joint,BMY,,Purchase,"$15,000 ",RI,Major Pharmaceuticals,Sheldon Whitehouse
6/24/2014,Joint,AMZN,,Sale (Full),"$50,000 ",RI,Catalog/Specialty Distribution,Sheldon Whitehouse
7/2/2014,Joint,NOV,,Purchase,"$50,000 ",RI,Metal Fabrications,Sheldon Whitehouse
7/10/2014,Child,AMGN,,Purchase,"$15,000 ",RI,Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
7/10/2014,Child,EMR,,Sale (Full),"$15,000 ",RI,Consumer Electronics/Appliances,Sheldon Whitehouse
7/15/2014,Self,BMY,,Purchase,"$15,000 ",RI,Major Pharmaceuticals,Sheldon Whitehouse
6/18/2014,Self,BEAV,,Purchase,"$15,000 ",RI,,Sheldon Whitehouse
6/18/2014,Self,CHL,,Purchase,"$15,000 ",RI,,Sheldon Whitehouse
6/18/2014,Self,UNP,,Sale (Partial),"$15,000 ",RI,Railroads,Sheldon Whitehouse
6/18/2014,Self,VFC,,Sale (Partial),"$15,000 ",RI,Apparel,Sheldon Whitehouse
7/7/2014,Self,KORS,,Purchase,"$50,000 ",RI,,Sheldon Whitehouse
7/7/2014,Self,LNKD,,Sale (Partial),"$15,000 ",RI,,Sheldon Whitehouse
7/10/2014,Self,QLIK,,Purchase,"$15,000 ",RI,,Sheldon Whitehouse
7/16/2014,N/A,N/A,PDF Disclosed Filing,N/A,,,,Mark R. Warner
7/15/2014,N/A,N/A,PDF Disclosed Filing,N/A,,,,"Angus S. King, Jr."
7/10/2014,N/A,N/A,PDF Disclosed Filing,N/A,,,,Richard Burr
7/3/2014,N/A,N/A,PDF Disclosed Filing,N/A,,,,Richard Blumenthal
7/2/2014,N/A,N/A,PDF Disclosed Filing,N/A,,,,Ron Wyden
6/25/2014,Spouse,NTI,,Purchase,"$15,000 ",DE,,Thomas R. Carper
6/6/2014,Self,RNWK,,Sale (Partial),"$15,000 ",WA,Computer Software: Prepackaged Software,Maria Cantwell
6/6/2014,Self,RNWK,,Sale (Partial),"$15,000 ",WA,Computer Software: Prepackaged Software,Maria Cantwell
6/6/2014,Self,RNWK,,Sale (Partial),"$15,000 ",WA,Computer Software: Prepackaged Software,Maria Cantwell
6/6/2014,Self,RNWK,,Sale (Partial),"$15,000 ",WA,Computer Software: Prepackaged Software,Maria Cantwell
6/19/2014,Spouse,LMGEX,,Sale (Full),"$50,000 ",ME,,Susan M. Collins
6/19/2014,Spouse,WY,,Sale (Full),"$15,000 ",ME,Real Estate Investment Trusts,Susan M. Collins
6/19/2014,Spouse,WCN,,Purchase,"$15,000 ",ME,Environmental Services,Susan M. Collins
6/19/2014,Spouse,WMT,,Sale (Full),"$15,000 ",ME,Department/Specialty Retail Stores,Susan M. Collins
6/19/2014,Spouse,UPS,,Sale (Full),"$15,000 ",ME,Trucking Freight/Courier Services,Susan M. Collins
6/19/2014,Spouse,TCAP,,Sale (Full),"$15,000 ",ME,,Susan M. Collins
6/19/2014,Spouse,SRCL,,Purchase,"$15,000 ",ME,Environmental Services,Susan M. Collins
6/19/2014,Spouse,SBGI,,Sale (Full),"$15,000 ",ME,Movies/Entertainment,Susan M. Collins
6/19/2014,Spouse,ROP,,Purchase,"$15,000 ",ME,Industrial Machinery/Components,Susan M. Collins
6/19/2014,Spouse,ROC,,Sale (Full),"$15,000 ",ME,,Susan M. Collins
6/19/2014,Spouse,PG,,Sale (Full),"$15,000 ",ME,Package Goods/Cosmetics,Susan M. Collins
6/19/2014,Spouse,PX,,Purchase,"$15,000 ",ME,,Susan M. Collins
6/19/2014,Spouse,PNM,,Sale (Full),"$15,000 ",ME,Electric Utilities: Central,Susan M. Collins
6/19/2014,Spouse,PRGO,,Purchase,"$15,000 ",ME,Major Pharmaceuticals,Susan M. Collins
6/19/2014,Spouse,PRE,,Sale (Full),"$15,000 ",ME,,Susan M. Collins
6/19/2014,Spouse,OXY,,Sale (Full),"$15,000 ",ME,Oil & Gas Production,Susan M. Collins
6/19/2014,Spouse,MCHP,,Purchase,"$15,000 ",ME,Semiconductors,Susan M. Collins
6/19/2014,Spouse,MPW,,Sale (Full),"$15,000 ",ME,Real Estate Investment Trusts,Susan M. Collins
6/19/2014,Spouse,LVS,,Sale (Full),"$15,000 ",ME,Hotels/Resorts,Susan M. Collins
6/19/2014,Spouse,HFC,,Sale (Full),"$15,000 ",ME,Integrated oil Companies,Susan M. Collins
6/19/2014,Spouse,GOOGL,,Purchase,"$15,000 ",ME,"Computer Software: Programming, Data Processing",Susan M. Collins
6/19/2014,Spouse,GS,,Sale (Full),"$15,000 ",ME,Investment Bankers/Brokers/Service,Susan M. Collins
6/19/2014,Spouse,AJG,,Sale (Full),"$15,000 ",ME,Specialty Insurers,Susan M. Collins
6/19/2014,Spouse,FNF,,Sale (Full),"$15,000 ",ME,Specialty Insurers,Susan M. Collins
6/19/2014,Spouse,CR,,Sale (Full),"$15,000 ",ME,Metal Fabrications,Susan M. Collins
6/19/2014,Spouse,C,,Sale (Full),"$15,000 ",ME,Major Banks,Susan M. Collins
6/19/2014,Spouse,CMO,,Sale (Full),"$15,000 ",ME,Real Estate Investment Trusts,Susan M. Collins
6/19/2014,Spouse,BMY,,Sale (Full),"$15,000 ",ME,Major Pharmaceuticals,Susan M. Collins
6/19/2014,Spouse,AIT,,Sale (Full),"$15,000 ",ME,Industrial Machinery/Components,Susan M. Collins
6/19/2014,Spouse,AGCO,,Sale (Full),"$15,000 ",ME,Industrial Machinery/Components,Susan M. Collins
6/24/2014,Self,AMLP,,Purchase,"$50,000 ",PA,,Patrick J. Toomey
6/18/2014,N/A,N/A,PDF Disclosed Filing,N/A,,,,Richard Burr
6/12/2014,Self,DBP,,Purchase,"$50,000 ",PA,,Patrick J. Toomey
6/12/2014,Self,VIXY,,Purchase,"$50,000 ",PA,,Patrick J. Toomey
6/12/2014,Self,PFS,,Exchange,"$500,000 ",PA,Savings Institutions,Patrick J. Toomey
6/11/2014,Self,LGP,,Purchase,"$50,000 ",PA,,Patrick J. Toomey
6/5/2014,Self,GLD,,Sale (Partial),"$15,000 ",PA,,Patrick J. Toomey
6/5/2014,Self,PPL,,Sale (Partial),"$50,000 ",PA,Electric Utilities: Central,Patrick J. Toomey
6/17/2014,N/A,N/A,PDF Disclosed Filing,N/A,,,,Mark R. Warner
5/29/2014,Joint,RTN,,Purchase,"$15,000 ",RI,,Sheldon Whitehouse
5/29/2014,Child,ORCL,,Purchase,"$15,000 ",RI,Computer Software: Prepackaged Software,Sheldon Whitehouse
5/29/2014,Self,UL,,Purchase,"$15,000 ",RI,Package Goods/Cosmetics,Sheldon Whitehouse
5/29/2014,Self,CHL,,Purchase,"$15,000 ",RI,,Sheldon Whitehouse
5/29/2014,Self,SSYS,,Purchase,"$15,000 ",RI,Computer peripheral equipment,Sheldon Whitehouse
5/22/2014,Self,ACT,,Purchase,"$15,000 ",RI,,Jack Reed
5/22/2014,Joint,ACT,,Purchase,"$15,000 ",RI,,Jack Reed
5/30/2014,Spouse,OKE,,Sale (Full),"$15,000 ",DE,Oil & Gas Production,Thomas R. Carper
5/21/2014,N/A,N/A,PDF Disclosed Filing,N/A,,,,Christopher A. Coons
5/7/2014,Spouse,YHOO,,Sale (Full),"$15,000 ",ME,,Susan M. Collins
5/7/2014,Spouse,WFC,,Purchase,"$50,000 ",ME,Major Banks,Susan M. Collins
5/7/2014,Spouse,WM,,Sale (Full),"$15,000 ",ME,Environmental Services,Susan M. Collins
5/7/2014,Spouse,VVC,,Sale (Full),"$15,000 ",ME,,Susan M. Collins
5/7/2014,Spouse,VR,,Sale (Full),"$15,000 ",ME,,Susan M. Collins
5/7/2014,Spouse,VRX,,Sale (Full),"$15,000 ",ME,,Susan M. Collins
5/7/2014,Spouse,VFC,,Purchase,"$15,000 ",ME,Apparel,Susan M. Collins
5/7/2014,Spouse,UTX,,Purchase,"$15,000 ",ME,,Susan M. Collins
5/7/2014,Spouse,UNP,,Purchase,"$50,000 ",ME,Railroads,Susan M. Collins
5/7/2014,Spouse,UL,,Purchase,"$15,000 ",ME,Package Goods/Cosmetics,Susan M. Collins
5/7/2014,Spouse,UMPQ,,Sale (Full),"$15,000 ",ME,Savings Institutions,Susan M. Collins
5/7/2014,Spouse,TUP,,Sale (Full),"$15,000 ",ME,Plastic Products,Susan M. Collins
5/7/2014,Spouse,TEL,,Sale (Full),"$15,000 ",ME,Electronic Components,Susan M. Collins
5/7/2014,Spouse,TGT,,Sale (Full),"$15,000 ",ME,Department/Specialty Retail Stores,Susan M. Collins
5/7/2014,Spouse,TAL,,Sale (Full),"$15,000 ",ME,Other Consumer Services,Susan M. Collins
5/7/2014,Spouse,HOT,,Sale (Full),"$15,000 ",ME,,Susan M. Collins
5/7/2014,Spouse,SBUX,,Purchase,"$15,000 ",ME,Restaurants,Susan M. Collins
5/7/2014,Spouse,SE,,Purchase,"$50,000 ",ME,Other Consumer Services,Susan M. Collins
5/7/2014,Spouse,RPM,,Sale (Full),"$15,000 ",ME,Paints/Coatings,Susan M. Collins
5/7/2014,Spouse,RHHBY,,Purchase,"$50,000 ",ME,,Susan M. Collins
5/7/2014,Spouse,QCOM,,Purchase,"$50,000 ",ME,Radio And Television Broadcasting And Communications Equipment,Susan M. Collins
5/7/2014,Spouse,PEP,,Purchase,"$50,000 ",ME,Beverages (Production/Distribution),Susan M. Collins
5/7/2014,Spouse,PWE,,Sale (Full),"$15,000 ",ME,,Susan M. Collins
5/7/2014,Spouse,PACW,,Sale (Full),"$15,000 ",ME,Major Banks,Susan M. Collins
5/7/2014,Spouse,ORCL,,Sale (Full),"$15,000 ",ME,Computer Software: Prepackaged Software,Susan M. Collins
5/7/2014,Spouse,OHI,,Sale (Full),"$15,000 ",ME,Real Estate Investment Trusts,Susan M. Collins
5/7/2014,Spouse,NEE,,Sale (Full),"$15,000 ",ME,Electric Utilities: Central,Susan M. Collins
5/7/2014,Spouse,NWL,,Sale (Full),"$15,000 ",ME,Plastic Products,Susan M. Collins
5/7/2014,Spouse,MGRC,,Sale (Full),"$15,000 ",ME,Diversified Commercial Services,Susan M. Collins
5/7/2014,Spouse,MXIM,,Sale (Full),"$15,000 ",ME,,Susan M. Collins
5/7/2014,Spouse,M,,Sale (Full),"$15,000 ",ME,Department/Specialty Retail Stores,Susan M. Collins
5/7/2014,Spouse,MTSC,,Sale (Full),"$15,000 ",ME,,Susan M. Collins
5/7/2014,Spouse,LDR,,Sale (Full),"$15,000 ",ME,,Susan M. Collins
5/7/2014,Spouse,JCOM,,Sale (Full),"$15,000 ",ME,,Susan M. Collins
5/7/2014,Spouse,IP,,Sale (Full),"$15,000 ",ME,Paper,Susan M. Collins
5/7/2014,Spouse,IEX,,Sale (Full),"$15,000 ",ME,Fluid Controls,Susan M. Collins
5/7/2014,Spouse,HMC,,Sale (Full),"$15,000 ",ME,Auto Manufacturing,Susan M. Collins
5/7/2014,Spouse,HTS,,Sale (Full),"$15,000 ",ME,,Susan M. Collins
5/7/2014,Spouse,HAS,,Sale (Full),"$15,000 ",ME,Recreational Products/Toys,Susan M. Collins
5/7/2014,Spouse,HNI,,Sale (Full),"$15,000 ",ME,Office Equipment/Supplies/Services,Susan M. Collins
5/7/2014,Spouse,GM,,Sale (Full),"$15,000 ",ME,Auto Manufacturing,Susan M. Collins
5/7/2014,Spouse,FLY,,Sale (Full),"$15,000 ",ME,,Susan M. Collins
5/7/2014,Spouse,FMER,,Sale (Full),"$15,000 ",ME,,Susan M. Collins
5/7/2014,Spouse,FFBC,,Sale (Full),"$15,000 ",ME,Major Banks,Susan M. Collins
5/7/2014,Spouse,FB,,Sale (Full),"$15,000 ",ME,"Computer Software: Programming, Data Processing",Susan M. Collins
5/7/2014,Spouse,ESRX,,Purchase,"$15,000 ",ME,,Susan M. Collins
5/7/2014,Spouse,DIS,,Purchase,"$15,000 ",ME,Services-Misc. Amusement & Recreation,Susan M. Collins
5/7/2014,Spouse,DLR,,Sale (Full),"$15,000 ",ME,Real Estate Investment Trusts,Susan M. Collins
5/7/2014,Spouse,CYS,,Sale (Full),"$15,000 ",ME,,Susan M. Collins
5/7/2014,Spouse,CY,,Sale (Full),"$15,000 ",ME,,Susan M. Collins
5/7/2014,Spouse,CNSL,,Sale (Full),"$15,000 ",ME,Telecommunications Equipment,Susan M. Collins
5/7/2014,Spouse,CPSI,,Sale (Full),"$15,000 ",ME,EDP Services,Susan M. Collins
5/7/2014,Spouse,CTBI,,Sale (Full),"$15,000 ",ME,Major Banks,Susan M. Collins
5/7/2014,Spouse,CLNY,,Sale (Full),"$15,000 ",ME,,Susan M. Collins
5/7/2014,Spouse,CHCO,,Sale (Full),"$15,000 ",ME,Major Banks,Susan M. Collins
5/7/2014,Spouse,CELG,,Sale (Full),"$15,000 ",ME,,Susan M. Collins
5/7/2014,Spouse,CBT,,Sale (Full),"$15,000 ",ME,Specialty Chemicals,Susan M. Collins
5/7/2014,Spouse,BAC,,Sale (Full),"$15,000 ",ME,Major Banks,Susan M. Collins
5/7/2014,Spouse,BGS,,Sale (Full),"$15,000 ",ME,Packaged Foods,Susan M. Collins
5/7/2014,Spouse,ALV,,Sale (Full),"$15,000 ",ME,Auto Parts:O.E.M.,Susan M. Collins
5/7/2014,Spouse,ARCC,,Sale (Full),"$15,000 ",ME,Finance/Investors Services,Susan M. Collins
5/7/2014,Spouse,AMT,,Purchase,"$15,000 ",ME,Real Estate Investment Trusts,Susan M. Collins
5/7/2014,Spouse,AMZN,,Sale (Full),"$15,000 ",ME,Catalog/Specialty Distribution,Susan M. Collins
5/7/2014,Spouse,ADC,,Sale (Full),"$15,000 ",ME,Real Estate Investment Trusts,Susan M. Collins
4/29/2014,Joint,CMRE,,Purchase,"$15,000 ",RI,Marine Transportation,Sheldon Whitehouse
4/29/2014,Joint,PEP,,Sale (Full),"$15,000 ",RI,Beverages (Production/Distribution),Sheldon Whitehouse
4/29/2014,Spouse,GOOGL,,Purchase,"$15,000 ",RI,"Computer Software: Programming, Data Processing",Sheldon Whitehouse
4/29/2014,Child,CVS,,Purchase,"$15,000 ",RI,Medical/Nursing Services,Sheldon Whitehouse
4/29/2014,Child,GIS,,Sale (Partial),"$50,000 ",RI,Packaged Foods,Sheldon Whitehouse
4/17/2014,Child,CVS,,Sale (Partial),"$15,000 ",RI,Medical/Nursing Services,Sheldon Whitehouse
4/17/2014,Child,STT,,Sale (Partial),"$15,000 ",RI,Major Banks,Sheldon Whitehouse
4/17/2014,Child,ESRX,,Purchase,"$15,000 ",RI,,Sheldon Whitehouse
4/17/2014,Child,DIS,,Sale (Partial),"$50,000 ",RI,Services-Misc. Amusement & Recreation,Sheldon Whitehouse
4/29/2014,Child,EBAY,,Sale (Full),"$50,000 ",RI,Business Services,Sheldon Whitehouse
4/29/2014,Child,JPM,,Purchase,"$15,000 ",RI,Major Banks,Sheldon Whitehouse
4/29/2014,Child,KORS,,Purchase,"$15,000 ",RI,,Sheldon Whitehouse
4/29/2014,Child,ESRX,,Purchase,"$15,000 ",RI,,Sheldon Whitehouse
4/29/2014,Child,UTX,,Purchase,"$50,000 ",RI,,Sheldon Whitehouse
5/9/2014,Child,VDC,,Purchase,"$15,000 ",RI,,Sheldon Whitehouse
5/9/2014,Child,ETN,,Purchase,"$15,000 ",RI,Industrial Machinery/Components,Sheldon Whitehouse
5/9/2014,Self,HMC,,Sale (Full),"$15,000 ",RI,Auto Manufacturing,Sheldon Whitehouse
5/9/2014,Self,XLNX,,Sale (Full),"$50,000 ",RI,Semiconductors,Sheldon Whitehouse
5/14/2014,N/A,N/A,PDF Disclosed Filing,N/A,,,,Mark R. Warner
4/28/2014,Spouse,SRE,,Sale (Partial),"$15,000 ",ME,Natural Gas Distribution,"Angus S. King, Jr."
4/28/2014,Spouse,XRAY,,Sale (Full),"$15,000 ",ME,Medical/Dental Instruments,"Angus S. King, Jr."
4/28/2014,Spouse,UNH,,Purchase,"$15,000 ",ME,Medical Specialities,"Angus S. King, Jr."
4/8/2014,Self,AMT,,Sale (Full),"$50,000 ",NJ,Real Estate Investment Trusts,Cory A Booker
4/8/2014,Self,NFLX,,Sale (Full),"$50,000 ",NJ,Consumer Electronics/Video Chains,Cory A Booker
4/28/2014,Self,BA,,Purchase,"$250,000 ",ND,Aerospace,John Hoeven
4/28/2014,Self,ABBV,,Purchase,"$100,000 ",ND,Major Pharmaceuticals,John Hoeven
4/28/2014,Self,BUD,,Purchase,"$100,000 ",ND,Beverages (Production/Distribution),John Hoeven
4/28/2014,Self,F,,Purchase,"$100,000 ",ND,Auto Manufacturing,John Hoeven
5/1/2013,Self,KMP,,Exchange,"$50,000 ",ND,,John Hoeven
4/29/2013,Self,CG,,Purchase,"$250,000 ",ND,Investment Managers,John Hoeven
5/6/2014,N/A,N/A,PDF Disclosed Filing,N/A,,,,Richard Burr
5/5/2014,N/A,N/A,PDF Disclosed Filing,N/A,,,,Mark R. Warner
4/2/2014,Spouse,ATML,,Purchase,"$15,000 ",DE,,Thomas R. Carper
4/3/2014,Spouse,BHI,,Sale (Full),"$50,000 ",DE,,Thomas R. Carper
4/22/2014,Joint,KO,,Sale (Full),"$15,000 ",RI,Beverages (Production/Distribution),Jack Reed
4/22/2014,Spouse,BAC,,Sale (Partial),"$15,000 ",ME,Major Banks,Susan M. Collins
4/22/2014,Spouse,COP,,Purchase,"$15,000 ",ME,Integrated oil Companies,Susan M. Collins
4/23/2014,Spouse,GS,,Sale (Partial),"$15,000 ",ME,Investment Bankers/Brokers/Service,Susan M. Collins
4/23/2014,Spouse,AXP,,Purchase,"$15,000 ",ME,Finance: Consumer Services,Susan M. Collins
4/21/2014,Spouse,SCHW,,Purchase,"$15,000 ",ME,Investment Bankers/Brokers/Service,Susan M. Collins
4/17/2014,Spouse,COP,,Purchase,"$15,000 ",ME,Integrated oil Companies,Susan M. Collins
4/10/2014,Spouse,FOXA,,Sale (Partial),"$15,000 ",ME,Broadcasting,Susan M. Collins
4/10/2014,Spouse,LOW,,Sale (Partial),"$15,000 ",ME,RETAIL: Building Materials,Susan M. Collins
4/10/2014,Spouse,LBTYK,,Sale (Partial),"$15,000 ",ME,Cable & Other Pay Television Services,Susan M. Collins
4/10/2014,Spouse,LBTYA,,Sale (Partial),"$15,000 ",ME,Cable & Other Pay Television Services,Susan M. Collins
4/10/2014,Spouse,GOOG,,Sale (Partial),"$15,000 ",ME,"Computer Software: Programming, Data Processing",Susan M. Collins
4/10/2014,Spouse,DAL,,Purchase,"$15,000 ",ME,Air Freight/Delivery Services,Susan M. Collins
4/14/2014,Spouse,GILD,,Sale (Partial),"$15,000 ",ME,Biotechnology: Biological Products (No Diagnostic Substances),Susan M. Collins
4/15/2014,Spouse,AJG,,Purchase,"$15,000 ",ME,Specialty Insurers,Susan M. Collins
4/11/2014,Spouse,DAL,,Purchase,"$15,000 ",ME,Air Freight/Delivery Services,Susan M. Collins
4/11/2014,Joint,V,,Purchase,"$15,000 ",RI,Business Services,Sheldon Whitehouse
3/20/2014,Joint,C,,Purchase,"$15,000 ",RI,Major Banks,Sheldon Whitehouse
3/20/2014,Joint,SLB,,Purchase,"$15,000 ",RI,Oilfield Services/Equipment,Sheldon Whitehouse
3/31/2014,Self,BUD,,Purchase,"$100,000 ",ND,Beverages (Production/Distribution),John Hoeven
3/31/2014,Self,ABBV,,Purchase,"$100,000 ",ND,Major Pharmaceuticals,John Hoeven
4/15/2014,N/A,N/A,PDF Disclosed Filing,N/A,,,,Benjamin L Cardin
4/8/2014,Spouse,CAT,,Sale (Partial),"$15,000 ",ME,Construction/Ag Equipment/Trucks,Susan M. Collins
4/9/2014,Spouse,AMZN,,Sale (Partial),"$15,000 ",ME,Catalog/Specialty Distribution,Susan M. Collins
4/9/2014,Spouse,FB,,Sale (Partial),"$15,000 ",ME,"Computer Software: Programming, Data Processing",Susan M. Collins
4/7/2014,Spouse,M,,Purchase,"$15,000 ",ME,Department/Specialty Retail Stores,Susan M. Collins
4/7/2014,Spouse,HON,,Purchase,"$15,000 ",ME,Aerospace,Susan M. Collins
4/10/2014,N/A,N/A,PDF Disclosed Filing,N/A,,,,Richard Burr
3/28/2014,Self,ZMH,,Purchase,"$15,000 ",RI,,Jack Reed
3/28/2014,Self,MSFT,,Purchase,"$15,000 ",RI,Computer Software: Prepackaged Software,Jack Reed
3/28/2014,Self,AAPL,,Purchase,"$15,000 ",RI,Computer Manufacturing,Jack Reed
3/28/2014,Joint,FCX,,Sale (Full),"$15,000 ",RI,Precious Metals,Jack Reed
3/28/2014,Joint,ALTR,,Purchase,"$15,000 ",RI,Computer Software: Prepackaged Software,Jack Reed
4/3/2014,Spouse,CRM,,Sale (Partial),"$15,000 ",ME,Computer Software: Prepackaged Software,Susan M. Collins
4/3/2014,Spouse,CELG,,Sale (Partial),"$15,000 ",ME,,Susan M. Collins
4/4/2014,Spouse,RHHBY,,Purchase,"$15,000 ",ME,,Susan M. Collins
4/3/2014,Spouse,MSFT,,Purchase,"$15,000 ",ME,Computer Software: Prepackaged Software,Susan M. Collins
4/3/2014,Spouse,M,,Purchase,"$15,000 ",ME,Department/Specialty Retail Stores,Susan M. Collins
4/3/2014,Spouse,UTX,,Purchase,"$15,000 ",ME,,Susan M. Collins
4/3/2014,Spouse,GM,,Sale (Partial),"$15,000 ",ME,Auto Manufacturing,Susan M. Collins
4/3/2014,Spouse,CELG,,Sale (Partial),"$15,000 ",ME,,Susan M. Collins
