transaction_date,owner,ticker,asset_type,type,amount,state,industry,senator
8/3/2020,Spouse,TSLA,Stock,Purchase,"$100,000 ",KS,Auto Manufacturing,Pat Roberts
8/3/2020,Spouse,AAPL,Stock,Purchase,"$100,000 ",KS,Computer Manufacturing,Pat Roberts
7/31/2020,Spouse,AAPL,Stock,Sale (Full),"$100,000 ",KS,Computer Manufacturing,Pat Roberts
8/20/2020,Child,NFLX,Stock,Purchase,"$15,000 ",OR,Consumer Electronics/Video Chains,Ron Wyden
8/20/2020,Child,NFLX,Stock,Purchase,"$15,000 ",OR,Consumer Electronics/Video Chains,Ron Wyden
8/20/2020,Child,NFLX,Stock,Purchase,"$15,000 ",OR,Consumer Electronics/Video Chains,Ron Wyden
8/21/2020,Spouse,NVDA,Stock,Purchase,"$100,000 ",OR,Semiconductors,Ron Wyden
8/21/2020,Spouse,UPS,Stock,Purchase,"$100,000 ",OR,Trucking Freight/Courier Services,Ron Wyden
8/21/2020,Spouse,FDX,Stock,Purchase,"$50,000 ",OR,Air Freight/Delivery Services,Ron Wyden
8/21/2020,Spouse,SQ,Stock,Purchase,"$50,000 ",OR,Computer Software: Prepackaged Software,Ron Wyden
8/21/2020,Spouse,T,Stock,Sale (Full),"$100,000 ",OR,Telecommunications Equipment,Ron Wyden
8/21/2020,Spouse,XOM,Stock,Sale (Full),"$50,000 ",OR,Integrated oil Companies,Ron Wyden
8/19/2020,Spouse,UPS,Stock,Purchase,"$100,000 ",OR,Trucking Freight/Courier Services,Ron Wyden
8/19/2020,Spouse,NVDA,Stock,Purchase,"$50,000 ",OR,Semiconductors,Ron Wyden
8/19/2020,Spouse,KR,Stock,Purchase,"$50,000 ",OR,Food Chains,Ron Wyden
8/19/2020,Spouse,FDX,Stock,Purchase,"$50,000 ",OR,Air Freight/Delivery Services,Ron Wyden
8/18/2020,Spouse,LOW,Stock,Purchase,"$50,000 ",OR,RETAIL: Building Materials,Ron Wyden
8/18/2020,Spouse,DHI,Stock,Purchase,"$50,000 ",OR,,Ron Wyden
8/17/2020,Spouse,UPS,Stock,Purchase,"$100,000 ",OR,Trucking Freight/Courier Services,Ron Wyden
8/14/2020,Spouse,UPS,Stock,Purchase,"$50,000 ",OR,Trucking Freight/Courier Services,Ron Wyden
8/14/2020,Spouse,PSA,Stock,Purchase,"$50,000 ",OR,Real Estate Investment Trusts,Ron Wyden
8/14/2020,Spouse,FDX,Stock,Purchase,"$50,000 ",OR,Air Freight/Delivery Services,Ron Wyden
8/11/2020,Spouse,F,Stock,Purchase,"$50,000 ",OR,Auto Manufacturing,Ron Wyden
8/11/2020,Spouse,DHI,Stock,Purchase,"$100,000 ",OR,,Ron Wyden
8/7/2020,Spouse,AAPL,Stock,Purchase,"$100,000 ",OR,Computer Manufacturing,Ron Wyden
8/5/2020,Spouse,WDAY,Stock,Purchase,"$15,000 ",OR,EDP Services,Ron Wyden
8/5/2020,Spouse,PSA,Stock,Purchase,"$50,000 ",OR,Real Estate Investment Trusts,Ron Wyden
8/5/2020,Spouse,KR,Stock,Purchase,"$15,000 ",OR,Food Chains,Ron Wyden
8/5/2020,Spouse,DHI,Stock,Purchase,"$15,000 ",OR,,Ron Wyden
8/5/2020,Spouse,COUP,Stock,Purchase,"$50,000 ",OR,Computer Software: Prepackaged Software,Ron Wyden
8/5/2020,Spouse,CLX,Stock,Purchase,"$15,000 ",OR,Specialty Chemicals,Ron Wyden
8/5/2020,Spouse,BYND,Stock,Purchase,"$50,000 ",OR,Packaged Foods,Ron Wyden
8/4/2020,Spouse,PSA,Stock,Purchase,"$100,000 ",OR,Real Estate Investment Trusts,Ron Wyden
8/4/2020,Spouse,MTCH,Stock,Purchase,"$15,000 ",OR,"Computer Software: Programming, Data Processing",Ron Wyden
8/4/2020,Spouse,KR,Stock,Purchase,"$15,000 ",OR,Food Chains,Ron Wyden
8/4/2020,Spouse,KLAC,Stock,Purchase,"$50,000 ",OR,Electronic Components,Ron Wyden
8/4/2020,Spouse,DIS,Stock,Purchase,"$50,000 ",OR,Services-Misc. Amusement & Recreation,Ron Wyden
8/3/2020,Spouse,MAR,Stock,Sale (Full),"$250,000 ",OR,Hotels/Resorts,Ron Wyden
8/3/2020,Spouse,VAC,Stock,Sale (Full),"$50,000 ",OR,Real Estate,Ron Wyden
8/3/2020,Spouse,INTC,Stock,Sale (Full),"$50,000 ",OR,Semiconductors,Ron Wyden
7/31/2020,Spouse,MSFT,Stock,Purchase,"$100,000 ",OR,Computer Software: Prepackaged Software,Ron Wyden
7/30/2020,Spouse,OSK,Stock,Purchase,"$50,000 ",OR,Auto Manufacturing,Ron Wyden
7/30/2020,Spouse,NVDA,Stock,Purchase,"$100,000 ",OR,Semiconductors,Ron Wyden
7/30/2020,Spouse,BYND,Stock,Purchase,"$50,000 ",OR,Packaged Foods,Ron Wyden
8/21/2020,N/A,N/A,PDF Disclosed Filing,N/A,,,,John Boozman
7/22/2020,Spouse,ICE,Stock,Sale (Partial),"$25,000,000 ",GA,Investment Bankers/Brokers/Service,Kelly Loeffler
8/18/2020,N/A,N/A,PDF Disclosed Filing,N/A,,,,Christopher A. Coons
12/5/2019,Spouse,LGI,Stock,Exchange,"$15,000 ",DE,,Thomas R. Carper
2/27/2019,Spouse,WW,Stock,Purchase,"$15,000 ",DE,Other Consumer Services,Thomas R. Carper
5/16/2019,Spouse,GE,Stock,Sale (Full),"$15,000 ",VA,Consumer Electronics/Appliances,Tim Kaine
8/13/2020,N/A,N/A,PDF Disclosed Filing,N/A,,,,Rick Scott
8/13/2020,N/A,N/A,PDF Disclosed Filing,N/A,,,,Patrick J. Toomey
7/15/2020,Spouse,TROW,Stock,Sale (Full),"$15,000 ",LA,Investment Bankers/Brokers/Service,Bill Cassidy
7/15/2020,Spouse,PLD,Stock,Purchase,"$15,000 ",LA,Real Estate Investment Trusts,Bill Cassidy
8/11/2020,N/A,N/A,PDF Disclosed Filing,N/A,,,,John Boozman
8/10/2020,N/A,N/A,PDF Disclosed Filing,N/A,,,,Jeanne Shaheen
7/5/2019,Self,IBM,Stock,Sale (Full),"$15,000 ",RI,Computer Manufacturing,Sheldon Whitehouse
7/5/2019,Spouse,IBM,Stock,Sale (Full),"$15,000 ",RI,Computer Manufacturing,Sheldon Whitehouse
8/6/2020,N/A,N/A,PDF Disclosed Filing,N/A,,,,Ron Johnson
7/20/2020,Child,NKLA,Stock,Sale (Partial),"$15,000 ",PA,Industrial Machinery/Components,Patrick J. Toomey
7/9/2020,Child,NKLA,Stock,Purchase,"$15,000 ",PA,Industrial Machinery/Components,Patrick J. Toomey
7/7/2020,Child,TSLA,Stock,Sale (Full),"$15,000 ",PA,Auto Manufacturing,Patrick J. Toomey
7/7/2020,Child,TSLA,Stock,Purchase,"$15,000 ",PA,Auto Manufacturing,Patrick J. Toomey
7/6/2020,Spouse,TGT,Stock,Sale (Full),"$15,000 ",KS,Department/Specialty Retail Stores,Pat Roberts
7/31/2020,Spouse,AAL,Stock,Sale (Full),"$50,000 ",KS,Air Freight/Delivery Services,Pat Roberts
7/2/2020,Spouse,NOC,Stock,Purchase,"$50,000 ",KS,Industrial Machinery/Components,Pat Roberts
7/2/2020,Spouse,AAL,Stock,Sale (Full),"$15,000 ",KS,Air Freight/Delivery Services,Pat Roberts
7/2/2020,Spouse,BA,Stock,Purchase,"$15,000 ",KS,Aerospace,Pat Roberts
7/2/2020,Spouse,MA,Stock,Sale (Full),"$100,000 ",KS,Business Services,Pat Roberts
7/27/2020,Spouse,BA,Stock,Purchase,"$15,000 ",KS,Aerospace,Pat Roberts
7/15/2020,Spouse,NFLX,Stock,Purchase,"$15,000 ",KS,Consumer Electronics/Video Chains,Pat Roberts
7/13/2020,Spouse,NFLX,Stock,Purchase,"$15,000 ",KS,Consumer Electronics/Video Chains,Pat Roberts
7/7/2020,Spouse,AAL,Stock,Sale (Full),"$15,000 ",KS,Air Freight/Delivery Services,Pat Roberts
7/2/2020,Spouse,BABA,Stock,Sale (Full),"$50,000 ",KS,Business Services,Pat Roberts
7/2/2020,Spouse,WMT,Stock,Sale (Full),"$15,000 ",KS,Department/Specialty Retail Stores,Pat Roberts
7/2/2020,Spouse,SPOT,Stock,Purchase,"$15,000 ",KS,Broadcasting,Pat Roberts
7/1/2020,Spouse,BYND,Stock,Purchase,"$15,000 ",KS,Packaged Foods,Pat Roberts
7/28/2020,Spouse,SIL,Other Securities,Sale (Full),"$15,000 ",DE,,Thomas R. Carper
7/9/2020,Spouse,C,Stock,Purchase,"$15,000 ",DE,Major Banks,Thomas R. Carper
7/9/2020,Spouse,QCOM,Stock,Sale (Partial),"$15,000 ",DE,Radio And Television Broadcasting And Communications Equipment,Thomas R. Carper
7/9/2020,Spouse,RMD,Stock,Sale (Partial),"$15,000 ",DE,Medical/Dental Instruments,Thomas R. Carper
7/9/2020,Spouse,OHI,Stock,Sale (Full),"$15,000 ",DE,Real Estate Investment Trusts,Thomas R. Carper
7/9/2020,Spouse,ARCC,Stock,Sale (Partial),"$15,000 ",DE,Finance/Investors Services,Thomas R. Carper
7/9/2020,Spouse,LMT,Stock,Purchase,"$15,000 ",DE,Military/Government/Technical,Thomas R. Carper
7/9/2020,Spouse,WIW,Stock,Purchase,"$15,000 ",DE,Finance Companies,Thomas R. Carper
7/9/2020,Spouse,FXI,Other Securities,Sale (Partial),"$15,000 ",DE,,Thomas R. Carper
7/9/2020,Spouse,NVDA,Stock,Sale (Partial),"$15,000 ",DE,Semiconductors,Thomas R. Carper
7/9/2020,Spouse,AXS,Stock,Purchase,"$15,000 ",DE,Property-Casualty Insurers,Thomas R. Carper
7/9/2020,Spouse,MPW,Stock,Sale (Full),"$15,000 ",DE,Real Estate Investment Trusts,Thomas R. Carper
7/9/2020,Spouse,GLAD,Stock,Sale (Partial),"$15,000 ",DE,Finance/Investors Services,Thomas R. Carper
7/9/2020,Spouse,MANT,Stock,Purchase,"$15,000 ",DE,,Thomas R. Carper
7/9/2020,Spouse,SWKS,Stock,Sale (Partial),"$15,000 ",DE,Semiconductors,Thomas R. Carper
7/9/2020,Spouse,HASI,Stock,Sale (Partial),"$15,000 ",DE,Real Estate Investment Trusts,Thomas R. Carper
7/9/2020,Spouse,SRVR,Other Securities,Purchase,"$15,000 ",DE,,Thomas R. Carper
7/9/2020,Spouse,MBXIX,Other Securities,Sale (Full),"$15,000 ",DE,,Thomas R. Carper
7/9/2020,Spouse,ABBV,Stock,Sale (Partial),"$15,000 ",DE,Major Pharmaceuticals,Thomas R. Carper
7/9/2020,Spouse,FEMS,Other Securities,Sale (Full),"$15,000 ",DE,,Thomas R. Carper
7/9/2020,Spouse,RTH,Other Securities,Purchase,"$15,000 ",DE,,Thomas R. Carper
7/9/2020,Spouse,PTLC,Other Securities,Purchase,"$15,000 ",DE,,Thomas R. Carper
7/9/2020,Spouse,PTMC,Other Securities,Purchase,"$15,000 ",DE,,Thomas R. Carper
7/9/2020,Spouse,LMRK,Stock,Purchase,"$15,000 ",DE,,Thomas R. Carper
7/9/2020,Spouse,AY,Stock,Purchase,"$15,000 ",DE,Electric Utilities: Central,Thomas R. Carper
7/9/2020,Spouse,GBIL,Other Securities,Purchase,"$15,000 ",DE,,Thomas R. Carper
7/9/2020,Spouse,IRM,Stock,Purchase,"$15,000 ",DE,Real Estate Investment Trusts,Thomas R. Carper
7/9/2020,Spouse,LHX,Stock,Purchase,"$15,000 ",DE,Industrial Machinery/Components,Thomas R. Carper
7/9/2020,Spouse,APO,Stock,Sale (Partial),"$15,000 ",DE,Investment Managers,Thomas R. Carper
7/9/2020,Spouse,AAPL,Stock,Sale (Partial),"$15,000 ",DE,Computer Manufacturing,Thomas R. Carper
7/9/2020,Spouse,PFE,Stock,Purchase,"$15,000 ",DE,Major Pharmaceuticals,Thomas R. Carper
7/9/2020,Spouse,TSN,Stock,Sale (Full),"$15,000 ",DE,Meat/Poultry/Fish,Thomas R. Carper
7/8/2020,Spouse,TCEHY,Stock,Sale (Partial),"$15,000 ",DE,,Thomas R. Carper
7/7/2020,Spouse,WIW,Stock,Purchase,"$15,000 ",DE,Finance Companies,Thomas R. Carper
7/7/2020,Spouse,FXI,Other Securities,Sale (Partial),"$15,000 ",DE,,Thomas R. Carper
7/7/2020,Spouse,MBXIX,Other Securities,Sale (Full),"$15,000 ",DE,,Thomas R. Carper
7/7/2020,Spouse,DLS,Other Securities,Sale (Full),"$15,000 ",DE,,Thomas R. Carper
7/7/2020,Spouse,FDN,Other Securities,Sale (Partial),"$15,000 ",DE,,Thomas R. Carper
7/7/2020,Spouse,FEMS,Other Securities,Sale (Partial),"$15,000 ",DE,,Thomas R. Carper
7/7/2020,Spouse,GDXJ,Other Securities,Sale (Partial),"$15,000 ",DE,,Thomas R. Carper
7/7/2020,Spouse,RTH,Other Securities,Purchase,"$15,000 ",DE,,Thomas R. Carper
7/7/2020,Spouse,LUBFX,Other Securities,Purchase,"$15,000 ",DE,,Thomas R. Carper
7/7/2020,Spouse,SIL,Other Securities,Purchase,"$15,000 ",DE,,Thomas R. Carper
7/7/2020,Spouse,GBIL,Other Securities,Purchase,"$15,000 ",DE,,Thomas R. Carper
7/7/2020,Spouse,NXTG,Other Securities,Purchase,"$15,000 ",DE,,Thomas R. Carper
7/7/2020,Spouse,FIMKX,Other Securities,Purchase,"$15,000 ",DE,,Thomas R. Carper
7/7/2020,Spouse,FCPIX,Other Securities,Purchase,"$15,000 ",DE,,Thomas R. Carper
7/2/2020,Spouse,STX,Stock,Purchase,"$50,000 ",OR,Electronic Components,Ron Wyden
7/2/2020,Spouse,AMZN,Stock,Purchase,"$50,000 ",OR,Catalog/Specialty Distribution,Ron Wyden
7/6/2020,Spouse,STX,Stock,Purchase,"$100,000 ",OR,Electronic Components,Ron Wyden
7/6/2020,Spouse,AMZN,Stock,Purchase,"$50,000 ",OR,Catalog/Specialty Distribution,Ron Wyden
7/6/2020,Spouse,AAPL,Stock,Purchase,"$100,000 ",OR,Computer Manufacturing,Ron Wyden
7/6/2020,Spouse,KLAC,Stock,Purchase,"$50,000 ",OR,Electronic Components,Ron Wyden
7/6/2020,Spouse,MSFT,Stock,Purchase,"$50,000 ",OR,Computer Software: Prepackaged Software,Ron Wyden
7/6/2020,Spouse,NVDA,Stock,Purchase,"$50,000 ",OR,Semiconductors,Ron Wyden
7/7/2020,Spouse,TRIP,Stock,Sale (Full),"$100,000 ",OR,"Computer Software: Programming, Data Processing",Ron Wyden
7/13/2020,Spouse,AAPL,Stock,Purchase,"$50,000 ",OR,Computer Manufacturing,Ron Wyden
7/13/2020,Spouse,CAT,Stock,Sale (Full),"$100,000 ",OR,Construction/Ag Equipment/Trucks,Ron Wyden
7/13/2020,Spouse,COST,Stock,Purchase,"$50,000 ",OR,Department/Specialty Retail Stores,Ron Wyden
7/13/2020,Spouse,F,Stock,Purchase,"$15,000 ",OR,Auto Manufacturing,Ron Wyden
7/13/2020,Spouse,OSK,Stock,Purchase,"$100,000 ",OR,Auto Manufacturing,Ron Wyden
7/15/2020,Spouse,AAPL,Stock,Purchase,"$50,000 ",OR,Computer Manufacturing,Ron Wyden
7/20/2020,Spouse,AAPL,Stock,Purchase,"$50,000 ",OR,Computer Manufacturing,Ron Wyden
7/20/2020,Spouse,OSK,Stock,Purchase,"$50,000 ",OR,Auto Manufacturing,Ron Wyden
7/23/2020,Spouse,MSFT,Stock,Purchase,"$250,000 ",OR,Computer Software: Prepackaged Software,Ron Wyden
7/27/2020,Spouse,GOOG,Stock,Purchase,"$50,000 ",OR,"Computer Software: Programming, Data Processing",Ron Wyden
7/27/2020,Spouse,FB,Stock,Purchase,"$50,000 ",OR,"Computer Software: Programming, Data Processing",Ron Wyden
7/27/2020,Spouse,IRBT,Stock,Purchase,"$50,000 ",OR,,Ron Wyden
7/27/2020,Spouse,NVDA,Stock,Purchase,"$50,000 ",OR,Semiconductors,Ron Wyden
7/28/2020,Spouse,DHI,Stock,Purchase,"$50,000 ",OR,,Ron Wyden
7/15/2020,Self,AAPL,Stock,Sale (Partial),"$50,000 ",OK,Computer Manufacturing,James M. Inhofe
7/15/2020,Self,AMZN,Stock,Sale (Partial),"$50,000 ",OK,Catalog/Specialty Distribution,James M. Inhofe
6/29/2020,Self,BAM,Stock,Sale (Partial),"$15,000 ",OK,Building operators,James M. Inhofe
6/25/2020,Spouse,WFC,Stock,Purchase,"$50,000 ",WV,Major Banks,Shelley Moore Capito
6/16/2020,Joint,RPM,Stock,Sale (Partial),"$100,000 ",AK,Paints/Coatings,Dan Sullivan
7/13/2020,N/A,N/A,PDF Disclosed Filing,N/A,,,,Rick Scott
6/26/2020,Spouse,AMZN,Stock,Purchase,"$15,000 ",KS,Catalog/Specialty Distribution,Pat Roberts
6/4/2020,Spouse,AAL,Stock,Purchase,"$15,000 ",KS,Air Freight/Delivery Services,Pat Roberts
6/4/2020,Spouse,AAL,Stock,Purchase,"$15,000 ",KS,Air Freight/Delivery Services,Pat Roberts
6/30/2020,Spouse,BA,Stock,Purchase,"$15,000 ",KS,Aerospace,Pat Roberts
6/30/2020,Spouse,AAL,Stock,Purchase,"$15,000 ",KS,Air Freight/Delivery Services,Pat Roberts
6/5/2020,Spouse,BA,Stock,Purchase,"$15,000 ",KS,Aerospace,Pat Roberts
6/30/2020,Spouse,AMZN,Stock,Purchase,"$50,000 ",OR,Catalog/Specialty Distribution,Ron Wyden
6/26/2020,Spouse,AAPL,Stock,Purchase,"$50,000 ",OR,Computer Manufacturing,Ron Wyden
6/26/2020,Spouse,AMZN,Stock,Purchase,"$50,000 ",OR,Catalog/Specialty Distribution,Ron Wyden
6/26/2020,Spouse,MSFT,Stock,Purchase,"$50,000 ",OR,Computer Software: Prepackaged Software,Ron Wyden
6/26/2020,Spouse,NFLX,Stock,Purchase,"$50,000 ",OR,Consumer Electronics/Video Chains,Ron Wyden
6/26/2020,Spouse,NVDA,Stock,Purchase,"$50,000 ",OR,Semiconductors,Ron Wyden
6/24/2020,Spouse,AAPL,Stock,Purchase,"$50,000 ",OR,Computer Manufacturing,Ron Wyden
6/24/2020,Spouse,COST,Stock,Purchase,"$50,000 ",OR,Department/Specialty Retail Stores,Ron Wyden
6/24/2020,Spouse,COUP,Stock,Purchase,"$100,000 ",OR,Computer Software: Prepackaged Software,Ron Wyden
6/24/2020,Spouse,DIS,Stock,Purchase,"$100,000 ",OR,Services-Misc. Amusement & Recreation,Ron Wyden
6/24/2020,Spouse,FB,Stock,Purchase,"$50,000 ",OR,"Computer Software: Programming, Data Processing",Ron Wyden
6/24/2020,Spouse,GOOG,Stock,Purchase,"$50,000 ",OR,"Computer Software: Programming, Data Processing",Ron Wyden
6/24/2020,Spouse,IRBT,Stock,Purchase,"$50,000 ",OR,,Ron Wyden
6/24/2020,Spouse,MSFT,Stock,Purchase,"$50,000 ",OR,Computer Software: Prepackaged Software,Ron Wyden
6/24/2020,Spouse,NVDA,Stock,Purchase,"$50,000 ",OR,Semiconductors,Ron Wyden
6/24/2020,Spouse,PYPL,Stock,Purchase,"$50,000 ",OR,Business Services,Ron Wyden
6/23/2020,Spouse,AAPL,Stock,Purchase,"$100,000 ",OR,Computer Manufacturing,Ron Wyden
6/23/2020,Spouse,AMAT,Stock,Purchase,"$50,000 ",OR,Semiconductors,Ron Wyden
6/23/2020,Spouse,AVGO,Stock,Purchase,"$50,000 ",OR,Semiconductors,Ron Wyden
6/23/2020,Spouse,COUP,Stock,Purchase,"$50,000 ",OR,Computer Software: Prepackaged Software,Ron Wyden
6/23/2020,Spouse,MMM,Stock,Purchase,"$100,000 ",OR,Medical/Dental Instruments,Ron Wyden
6/23/2020,Spouse,MSFT,Stock,Purchase,"$50,000 ",OR,Computer Software: Prepackaged Software,Ron Wyden
6/17/2020,Spouse,AMAT,Stock,Purchase,"$50,000 ",OR,Semiconductors,Ron Wyden
6/17/2020,Spouse,COUP,Stock,Purchase,"$50,000 ",OR,Computer Software: Prepackaged Software,Ron Wyden
6/17/2020,Spouse,INTC,Stock,Purchase,"$50,000 ",OR,Semiconductors,Ron Wyden
6/17/2020,Spouse,KLAC,Stock,Purchase,"$50,000 ",OR,Electronic Components,Ron Wyden
6/17/2020,Spouse,MSFT,Stock,Purchase,"$50,000 ",OR,Computer Software: Prepackaged Software,Ron Wyden
6/3/2020,Spouse,NFLX,Stock,Purchase,"$100,000 ",OR,Consumer Electronics/Video Chains,Ron Wyden
6/4/2020,Spouse,VMC,Stock,Purchase,"$100,000 ",OR,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Ron Wyden
6/4/2020,Spouse,STZ,Stock,Purchase,"$100,000 ",OR,Beverages (Production/Distribution),Ron Wyden
6/4/2020,Spouse,RDS-B,Stock,Sale (Full),"$15,000 ",OR,,Ron Wyden
6/4/2020,Spouse,PYPL,Stock,Purchase,"$50,000 ",OR,Business Services,Ron Wyden
6/4/2020,Spouse,MAR,Stock,Purchase,"$50,000 ",OR,Hotels/Resorts,Ron Wyden
6/4/2020,Spouse,KLAC,Stock,Purchase,"$50,000 ",OR,Electronic Components,Ron Wyden
6/4/2020,Spouse,FB,Stock,Purchase,"$50,000 ",OR,"Computer Software: Programming, Data Processing",Ron Wyden
6/4/2020,Spouse,AVGO,Stock,Purchase,"$50,000 ",OR,Semiconductors,Ron Wyden
6/5/2020,Spouse,VMC,Stock,Purchase,"$50,000 ",OR,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Ron Wyden
6/5/2020,Spouse,TRIP,Stock,Purchase,"$100,000 ",OR,"Computer Software: Programming, Data Processing",Ron Wyden
6/5/2020,Spouse,MAR,Stock,Purchase,"$100,000 ",OR,Hotels/Resorts,Ron Wyden
6/5/2020,Spouse,GOOG,Stock,Purchase,"$50,000 ",OR,"Computer Software: Programming, Data Processing",Ron Wyden
6/5/2020,Spouse,FB,Stock,Purchase,"$50,000 ",OR,"Computer Software: Programming, Data Processing",Ron Wyden
6/5/2020,Spouse,CAT,Stock,Purchase,"$50,000 ",OR,Construction/Ag Equipment/Trucks,Ron Wyden
6/5/2020,Spouse,AMZN,Stock,Purchase,"$50,000 ",OR,Catalog/Specialty Distribution,Ron Wyden
6/5/2020,Spouse,AMAT,Stock,Purchase,"$50,000 ",OR,Semiconductors,Ron Wyden
6/12/2020,Spouse,NVDA,Stock,Purchase,"$100,000 ",OR,Semiconductors,Ron Wyden
6/12/2020,Spouse,DIS,Stock,Purchase,"$100,000 ",OR,Services-Misc. Amusement & Recreation,Ron Wyden
6/12/2020,Child,DIS,Stock,Purchase,"$15,000 ",OR,Services-Misc. Amusement & Recreation,Ron Wyden
6/12/2020,Child,DIS,Stock,Purchase,"$15,000 ",OR,Services-Misc. Amusement & Recreation,Ron Wyden
6/12/2020,Child,DIS,Stock,Purchase,"$15,000 ",OR,Services-Misc. Amusement & Recreation,Ron Wyden
6/2/2020,Spouse,AMZN,Stock,Purchase,"$50,000 ",OR,Catalog/Specialty Distribution,Ron Wyden
6/2/2020,Spouse,BERY,Stock,Purchase,"$100,000 ",OR,Plastic Products,Ron Wyden
7/1/2020,N/A,N/A,PDF Disclosed Filing,N/A,,,,Richard Blumenthal
7/1/2020,N/A,N/A,PDF Disclosed Filing,N/A,,,,Thomas R. Carper
5/18/2020,Joint,RPM,Stock,Sale (Partial),"$100,000 ",AK,Paints/Coatings,Dan Sullivan
6/12/2020,N/A,N/A,PDF Disclosed Filing,N/A,,,,Rick Scott
6/9/2020,N/A,N/A,PDF Disclosed Filing,N/A,,,,Mark R. Warner
5/28/2020,Spouse,XCAPX,Other Securities,Purchase,"$50,000 ",DE,,Thomas R. Carper
5/21/2020,Spouse,PRJAX,Other Securities,Sale (Full),"$50,000 ",DE,,Thomas R. Carper
5/27/2020,Spouse,TRIP,Stock,Purchase,"$50,000 ",OR,"Computer Software: Programming, Data Processing",Ron Wyden
5/27/2020,Spouse,MAR,Stock,Purchase,"$100,000 ",OR,Hotels/Resorts,Ron Wyden
5/27/2020,Spouse,VAC,Stock,Purchase,"$50,000 ",OR,Real Estate,Ron Wyden
5/26/2020,Spouse,NVDA,Stock,Purchase,"$250,000 ",OR,Semiconductors,Ron Wyden
5/26/2020,Spouse,VAC,Stock,Purchase,"$50,000 ",OR,Real Estate,Ron Wyden
5/21/2020,Spouse,GOOG,Stock,Purchase,"$50,000 ",OR,"Computer Software: Programming, Data Processing",Ron Wyden
5/20/2020,Spouse,PYPL,Stock,Purchase,"$100,000 ",OR,Business Services,Ron Wyden
5/20/2020,Spouse,FB,Stock,Purchase,"$100,000 ",OR,"Computer Software: Programming, Data Processing",Ron Wyden
5/11/2020,Spouse,UBER,Stock,Sale (Full),"$50,000 ",OR,,Ron Wyden
5/8/2020,Spouse,UBER,Stock,Purchase,"$50,000 ",OR,,Ron Wyden
5/1/2020,Spouse,AMZN,Stock,Purchase,"$50,000 ",OR,Catalog/Specialty Distribution,Ron Wyden
5/5/2020,Spouse,QSR,Stock,Purchase,"$50,000 ",OR,Restaurants,Ron Wyden
5/5/2020,Spouse,MCD,Stock,Purchase,"$50,000 ",OR,Restaurants,Ron Wyden
5/5/2020,Spouse,DPZ,Stock,Purchase,"$100,000 ",OR,Food Distributors,Ron Wyden
5/5/2020,Spouse,BYND,Stock,Purchase,"$50,000 ",OR,Packaged Foods,Ron Wyden
5/7/2020,Spouse,STZ,Stock,Purchase,"$50,000 ",OR,Beverages (Production/Distribution),Ron Wyden
5/7/2020,Spouse,MTCH,Stock,Purchase,"$100,000 ",OR,"Computer Software: Programming, Data Processing",Ron Wyden
5/7/2020,Spouse,BLL,Stock,Purchase,"$100,000 ",OR,Containers/Packaging,Ron Wyden
5/7/2020,Spouse,BRY,Stock,Purchase,"$50,000 ",OR,Oil & Gas Production,Ron Wyden
5/7/2020,Spouse,GE,Stock,Sale (Full),"$15,000 ",OR,Consumer Electronics/Appliances,Ron Wyden
5/31/2020,N/A,N/A,PDF Disclosed Filing,N/A,,,,Tina Smith
5/20/2020,Spouse,ICE,Stock,Purchase,"$5,000,000 ",GA,Investment Bankers/Brokers/Service,Kelly Loeffler
5/20/2020,Spouse,ICE,Stock,Sale (Partial),"$25,000,000 ",GA,Investment Bankers/Brokers/Service,Kelly Loeffler
5/20/2020,Self,ICE,Stock,Sale (Partial),"$5,000,000 ",GA,Investment Bankers/Brokers/Service,Kelly Loeffler
4/7/2020,Spouse,RTN,Stock,Exchange,"$50,000 ",WV,,Shelley Moore Capito
5/11/2020,N/A,N/A,PDF Disclosed Filing,N/A,,,,John Boozman
5/11/2020,N/A,N/A,PDF Disclosed Filing,N/A,,,,Mark R. Warner
4/13/2020,Self,V,Stock,Sale (Partial),"$100,000 ",OK,Business Services,James M. Inhofe
4/13/2020,Self,MSFT,Stock,Sale (Partial),"$100,000 ",OK,Computer Software: Prepackaged Software,James M. Inhofe
4/16/2020,Joint,DOW,Stock,Sale (Full),"$15,000 ",GA,,David Perdue
4/16/2020,Joint,EEM,Other Securities,Sale (Full),"$15,000 ",GA,,David Perdue
4/16/2020,Joint,IDV,Other Securities,Sale (Full),"$15,000 ",GA,,David Perdue
4/14/2020,Joint,DD,Stock,Sale (Full),"$100,000 ",GA,,David Perdue
4/14/2020,Joint,BRK-B,Stock,Sale (Full),"$250,000 ",GA,,David Perdue
4/14/2020,Joint,BAC,Stock,Sale (Full),"$100,000 ",GA,Major Banks,David Perdue
4/14/2020,Joint,AAPL,Stock,Sale (Partial),"$50,000 ",GA,Computer Manufacturing,David Perdue
4/3/2020,Joint,PFE,Stock,Sale (Partial),"$15,000 ",GA,Major Pharmaceuticals,David Perdue
4/6/2020,Joint,LYV,Stock,Purchase,"$15,000 ",GA,Services-Misc. Amusement & Recreation,David Perdue
4/3/2020,Joint,LYV,Stock,Purchase,"$15,000 ",GA,Services-Misc. Amusement & Recreation,David Perdue
